split	source	reference	greedy	beam
uqa_valid	مقبول فنتاسی کا خیال تھا کہ ہیوگون ، کنگ ہیوگو کا دروازہ ، <ans> لوئی ہیوگیٹ کا بھوت </ans> (رومن کیتھولک کے ذریعہ ایک بدنام بدمعاش کے طور پر سمجھا جاتا ہے) اور دیگر روحوں کی طرف سے گھیر لیا گیا تھا ، جو رات کے وقت زندہ رہنے والوں کو نقصان پہنچانے کے لئے واپس آئے تھے۔	مبینہ طور پر گیٹ پر کون گھومتا تھا؟	کنگ جارج کا نام کیا تھا؟	کنگ جارج کا نام کیا تھا؟
uqa_valid	یہ ٹورس میں اس جگہ پر تھا کہ <ans> پریٹینڈوس ریفارم </ans> (یہ مبینہ طور پر 'ریفارمڈ' تھے) عام طور پر رات کے وقت جمع ہوتے تھے ، سیاسی مقاصد کے لئے ، اور دعا اور گیت گانے کے لئے۔	""" مبینہ طور پر اصلاح شدہ "" کس نام سے جانا جاتا تھا؟"	کون سا گروپ اس کے ساتھ رات کے وقت کے دوران رات کے وقت کے وقت کے وقت کے دوران رات کے وقت کے دوران جمع کیا گیا تھا؟	کون سا گروپ اس کے ساتھ رات کے وقت کے دوران رات کے وقت کے طور پر رات کے وقت کے دوران جمع کیا گیا تھا؟
uqa_valid	یہ ٹورس میں اس جگہ پر تھا کہ prétendus réformés (یہ مبینہ طور پر 'ریفارمڈ' تھے) عام طور پر <ans> رات </ans> میں جمع ہوتے تھے ، سیاسی مقاصد کے لئے ، اور دعا اور گانے کے لئے۔	ہیوگنوٹ رسومات میں حصہ لینے کے لیے یہ اصلاح پسند دن کے کس وقت جمع ہوتے تھے؟	س جوہریاسک اور س جوہریاس کے ساتھ ساتھ، کس قسم کے جمع عام طور پر سیاسی طور پر جمع ہوتے تھے؟	کس قسم کے پرندے عام طور پر سیاسی طور پر جمع ہوتے ہیں؟
uqa_valid	یہ ٹورس میں اس جگہ پر تھا کہ prétendus réformés (یہ مبینہ طور پر 'ریفارمڈ' تھے) عام طور پر <ans> رات میں </ans> اکٹھے ہوتے تھے ، سیاسی مقاصد کے لئے ، اور دعا اور گانے کے لئے۔	ہیوگنوٹ رسومات میں حصہ لینے کے لیے یہ اصلاح پسند دن کے کس وقت جمع ہوتے تھے؟	"سکس کہتے ہوئے ""ہائی"" کے لئے اصطلاح کیا ہے؟"	سکس کہتے ہیں کہ وہ کس طرح ٹھےے جاتے تھے؟
uqa_valid	<ans> کینٹربری </ans> میں والونز اور ہیوگنٹس کے دیگر شواہد میں ٹرنگین لین میں گھروں کا ایک بلاک شامل ہے ، جہاں بنے ہوئے کھڑکیاں اوپر کی منزل پر زندہ رہتی ہیں ، کیونکہ بہت سے ہیوگنٹس نے بنے ہوئے کے طور پر کام کیا۔	ہیوگنٹس اور والونز انگلینڈ میں کہاں آباد ہوئے؟	والونٹس اور ونگین لین میں گھروں کے لئے ایک اور اصطلاح کیا ہے؟	والونٹس کس سال تعمیر کیا گیا تھا؟
uqa_valid	<ans> ویورز </ans> ، دریا کے کنارے ایک آدھا لکڑی کا گھر ، 16 ویں صدی کے آخر سے تقریبا 1830 تک ایک ویورنگ اسکول کی جگہ تھی۔	کون سا گھر کینٹربری میں ایک تانے بانے کے اسکول کی سائٹ تھا؟	دریا کے کنارے ایک بڑے پیمانے پر ایک بڑا شہر کیا تھا؟	دریا کے کنارے ایک بڑے پیمانے پر گھر کا نام کیا تھا؟
uqa_valid	اس طرح کی <ans> معاشی علیحدگی </ans> شہر میں مہاجرین کی ابتدائی قبولیت کی شرط تھی۔	کینٹربری میں ہیوگنٹ پناہ گزینوں نے کس معاشرتی تعمیر کی مشق کی؟	شہر میں کس قسم کی معیشت کی ابتدائی پیداوار کی گئی تھی؟	شہر میں کس قسم کی حکومت کی گئی تھی؟
uqa_valid	کینٹربری میں والونز اور ہوگنوٹس کے دیگر شواہد میں ٹرنگین لین میں مکانات کا ایک بلاک شامل ہے ، جہاں ویوروں کی کھڑکیاں اوپر کی منزل پر زندہ رہتی ہیں ، کیونکہ بہت سے ہوگنوٹس نے <ans> ویوروں کے طور پر کام کیا </ans> ۔	کینٹربری میں ہیوگنٹ پناہ گزینوں نے کس معاشرتی تعمیر کی مشق کی؟	جب vissss کے لئے ایک plawss کے طور پر استعمال کیا گیا تھا؟	جب visss کے لئے ایک psbles کے طور پر استعمال کیا جاتا ہے؟
uqa_valid	وہ خاص طور پر <ans> کینٹ ، سینڈوچ ، فیورز اور میڈسٹون </ans> میں آباد ہوئے - جس میں مہاجرین کے گرجا گھر ہوتے تھے۔	انگریزی کے کون سے دوسرے قصبے ہوگنوٹ بستیوں کے مقامات تھے؟	کون سے آباد ہوئے تھے؟	کون سے شہروں میں آباد ہوئے؟
uqa_valid	وہ کینٹ میں دوسری جگہوں پر بھی آباد ہوئے ، خاص طور پر <ans> سینڈویچ ، فیورز اور میڈسٹون ٹاؤن </ans> - جس میں مہاجرین کے گرجا گھر تھے۔	انگریزی کے کون سے دوسرے قصبے ہوگنوٹ بستیوں کے مقامات تھے؟	کون سے گرجا گھر گرجا گھروں کے گرجا گھر تھے؟	کون سے گرجا گھر گرجا گھروں کے گرجا گھر تھے؟
uqa_valid	(یہ <ans> ریسٹورنٹ </ans> کے طور پر ڈھال لیا گیا ہے - اوپر کی مثال دیکھیں۔	فی الحال ویونگ ہاؤس کی سائٹ پر کیا واقع ہے؟	"""ن"" کے لئے اصطلاح کیا ہے؟"	"""ن"" کے لئے اصطلاح کیا ہے؟"
uqa_valid	(یہ ایک <ans> ریسٹورینٹ </ans> کے طور پر ڈھال لیا گیا ہے - اوپر کی مثال دیکھیں۔	فی الحال ویونگ ہاؤس کی سائٹ پر کیا واقع ہے؟	"""اسنٹ"" کے لئے اصطلاح کیا ہے؟"	"""ن"" کے لئے اصطلاح کیا ہے؟"
uqa_valid	17 ویں اور 18 ویں صدی میں متعدد ہیوگنٹس نے <ans> ڈبلن ، کورک ، یوگل اور واٹرفورڈ </ans> میں میئرز کی حیثیت سے خدمات انجام دیں۔	1600 اور 1700 کی دہائی میں کون سے آئرش شہروں کے میئر ہوگنوٹ تھے؟	17 ویں صدی میں، نوکلاسیکل کے میئر کون تھے؟	17 ویں صدی میں 18 ویں صدی میں کون سے دو شہروں میں میئر تھے؟
uqa_valid	مثالوں میں <ans> کورک سٹی </ans> میں ہیوگنٹ ڈسٹرکٹ اور فرانسیسی چرچ اسٹریٹ شامل ہیں۔	فرانسیسی چرچ سٹریٹ کس آئرش شہر میں ہے؟	کونگ شہر میں واقع ہے؟	نیوگنٹیاں کہاں واقع ہے؟
uqa_valid	اور <ans> ڈبلن </ans> میں ڈی اولیر اسٹریٹ ، جس کا نام ہائی شیرف اور بینک آف آئرلینڈ کے بانیوں میں سے ایک کے نام پر رکھا گیا ہے۔	D'Olier سٹریٹ کہاں ہے؟	ڈی اولیگ اسٹریٹ کس سال قائم کیا گیا تھا؟	ڈی اولیگ کا بانی کون تھا؟
uqa_valid	اور ڈبلن میں ڈی اولیر اسٹریٹ ، جس کا نام <ans> ہائی شیرف اور بینک آف آئرلینڈ کے بانیوں میں سے ایک </ans> کے نام پر رکھا گیا ہے۔	ڈولیئر اسٹریٹ کا نام کس کے نام پر رکھا گیا ہے؟	ڈی اولیگ اسٹریٹ کا نام کیا ہے؟	ڈی اولیگ اسٹریٹ کا نام کیا ہے؟
uqa_valid	اور ڈبلن میں ڈی اولیر اسٹریٹ ، جس کا نام <ans> ہائی شیرف </ans> اور بینک آف آئرلینڈ کے بانیوں میں سے ایک کے نام پر رکھا گیا ہے۔	ڈولیئر اسٹریٹ کا نام کس کے نام پر رکھا گیا ہے؟	ڈی اولیگ کا نام کیا ہے؟	ڈی اولیگ کا بانی کون ہے؟
uqa_valid	پورٹارلنگٹن میں ایک فرانسیسی چرچ <ans> 1696 </ans> کی تاریخ ہے ، اور شہر میں اہم نئی ہیوگنٹ کمیونٹی کی خدمت کے لئے بنایا گیا تھا۔	پورٹارلنگٹن میں فرانسیسی چرچ کب تعمیر کیا گیا تھا؟	پورٹللنگٹن میں عبادت کی تاریخ کیا ہے؟	پورٹلل کس سال تعمیر کیا گیا تھا؟
uqa_valid	فرانس سے ہیوگنٹس کی روانگی نے ایک <ans> دماغ کا بہاؤ </ans> پیدا کیا ، کیونکہ بہت سے ہیوگنٹس نے معاشرے میں اہم مقامات پر قبضہ کیا تھا۔	Huguenot ہجرت کے لئے فرانسیسی معاشرے کے اہم ارکان کے نقصان کے لئے عام اصطلاح کیا ہے؟	فرانس سے پہلے فرانس سے کیا ہوا؟	فرانس سے پہلے فرانس کو کیا کہا جاتا تھا؟
uqa_valid	فرانسیسی تاج نے غیر کیتھولک افراد کو <ans> نیو فرانس </ans> میں آباد ہونے کی اجازت دینے سے انکار کرنے سے اس کالونی کی آبادی میں اضافے کی سست شرح کی وضاحت کرنے میں مدد مل سکتی ہے۔	نئی دنیا میں فرانس کی بنیادی کالونی کا نام کیا تھا؟	فرانس میں رہنے کی آبادی کی شرح کی حد کیا ہے؟	فرانس میں رہنے کی آبادی میں اضافے کی شرح کیا ہے؟
uqa_valid	فرانسیسی تاج نے <ans> غیر کیتھولک </ans> کو نیو فرانس میں آباد ہونے کی اجازت دینے سے انکار کرنے سے اس کالونی کی آبادی میں اضافے کی سست شرح کی وضاحت کرنے میں مدد مل سکتی ہے۔	کن افراد کو نیو فرانس میں آباد ہونے کی اجازت نہیں تھی؟	فرانس میں رہنے کی آبادی میں اضافے کی شرح کیا ہے؟	فرانس کی آبادی میں اضافے کی شرح کیا ہے؟
uqa_valid	فرانسیسی اور ہندوستانی جنگ ( <ans> سات سالہ جنگ </ans> کا شمالی امریکی محاذ) کے وقت تک ، برطانوی کالونیوں میں ہیوگنٹ نسل کی ایک بڑی آبادی رہتی تھی ، اور بہت سے لوگوں نے 1759-60 میں نیو فرانس کی برطانوی شکست میں حصہ لیا۔	فرانسیسی اور ہندوستانی جنگ کس یورپی تنازعہ کا نیو ورلڈ پہلو تھی؟	فرانسیسی انقلاب کے دوران برطانوی جنگ کس جنگ میں لڑی گئی تھی؟	فرانسیسی انقلاب کس جنگ میں لڑی گئی تھی؟
uqa_valid	فرانسیسی اور ہندوستانی جنگ (سات سالہ جنگ کا شمالی امریکی محاذ) کے وقت تک ، برطانوی کالونیوں میں ہیوگنٹ نسل کی ایک بڑی آبادی رہتی تھی ، اور بہت سے لوگوں نے <ans> 1759-60 </ans> میں نیو فرانس کی برطانوی شکست میں حصہ لیا۔	انگریزوں نے نیو فرانس کو کب شکست دی؟	نیو فرانس کی لڑائی کس سال ہوئی تھی؟	نیو نیدرلینڈ کی لڑائی کس سال ہوئی تھی؟
uqa_valid	جنگ کو حتمی طور پر 1598 میں ختم کردیا گیا تھا ، جب <ans> ہینری آف ناوار </ans> نے ہنری IV کے طور پر فرانسیسی تخت پر کامیابی حاصل کی تھی ، اور رومن کیتھولک مذہب کے حق میں پروٹسٹنٹزم کو مسترد کردیا تھا ، اس نے نینٹس کا حکم جاری کیا۔	تخت پر فائز ہونے سے پہلے ہنری چوتھے کو کس نام سے جانا جاتا تھا؟	ہنری آٹھویں کے بعد تخت پر کس نے حکمرانی کی؟	رومن کیتھولک مذہب کے طور پر کس کو شکست دی گئی تھی؟
uqa_valid	جنگ بندی کو <ans> 1598 </ans> میں حتمی طور پر ختم کردیا گیا تھا ، جب ہنری آف ناوار ، ہنری IV کے طور پر فرانسیسی تخت پر کامیاب ہوئے ، اور رومن کیتھولک مذہب کے حق میں پروٹسٹنٹزم کو مسترد کردیا ، نے اینٹس کا حکم جاری کیا۔	ہنری نے نینٹس کا فرمان کب جاری کیا؟	کس جنگ میں جنگ بندی کے بعد برطانیہ کو ختم کر دیا گیا تھا؟	کس سال جنگ بندی کو ختم کر دیا گیا تھا؟
uqa_valid	حکم نے کیتھولک مذہب کو فرانس کے ریاستی مذہب کے طور پر دوبارہ تصدیق کی ، لیکن تخت کے تحت <ans> پروٹسٹنٹس کو کیتھولک کے ساتھ مساوات اور ان کے ڈومینز کے اندر مذہبی اور سیاسی آزادی کی ایک ڈگری دی </ans> ۔	فرمان نے فرانس میں ہوگنوٹس کے لئے کیا کیا؟	کیتھولک مذہب کے بادشاہ کے تحت کیا مذہب تھی؟	کیتھولک مذہب کے کیتھولک مذہب کو کیا سمجھا جاتا تھا؟
uqa_valid	حکم نے کیتھولک مذہب کو فرانس کے ریاستی مذہب کے طور پر دوبارہ تصدیق کی ، لیکن تخت کے تحت کیتھولک کے ساتھ <ans> پروٹسٹنٹ مساوات </ans> اور ان کے ڈومینز کے اندر مذہبی اور سیاسی آزادی کی ایک ڈگری دی۔	فرمان نے فرانس میں ہوگنوٹس کے لئے کیا کیا؟	کیتھولک مذہب کے کیتھولک مذہبی عقائد کے ساتھ مذہبی اتحاد کے ساتھ کیا مذہبی اتحاد کی پیروی کر رہے تھے؟	کیتھولک مذہب کے تحت کیتھولک مذہب کے ساتھ مذہبی اتحاد کے ساتھ کیا ہوا؟
uqa_valid	حکم نے کیتھولک مذہب کو فرانس کے ریاستی مذہب کے طور پر دوبارہ تصدیق کی ، لیکن <ans> پروٹسٹنٹس کو تخت کے تحت کیتھولک کے ساتھ مساوات اور ان کے ڈومینز کے اندر مذہبی اور سیاسی آزادی کی ایک ڈگری دی </ans> ۔	فرمان نے فرانس میں ہوگنوٹس کے لئے کیا کیا؟	کیتھولک مذہب کو کیتھولک مذہب کے طور پر کیا تصدیق کی گئی تھی؟	کیتھولک مذہب کو کیتھولک مذہب کے طور پر کیا تصدیق کی گئی تھی؟
uqa_valid	حکم نے ایک ہی وقت میں کیتھولک علاقوں میں <ans> نئے پروٹسٹنٹ گرجا گھروں کی بنیاد </ans> کی حوصلہ شکنی کرکے کیتھولک مفادات کی حفاظت کی۔	اس فرمان نے کیتھولکوں کی حفاظت کس چیز سے کی؟	کیتھولک مذہب میں کیتھولک مذہب کی حفاظت کی حفاظت کی وجہ کیا تھی؟	کیتھولک مذہب نے کیتھولک مذہب میں کیتھولک مذہب کی حفاظت کے لئے کیا حوصلہ افزائی کی؟
uqa_valid	حکم نے ایک ہی وقت میں <ans> کیتھولک کنٹرول والے علاقوں میں نئے پروٹسٹنٹ گرجا گھروں کی بنیاد </ans> کی حوصلہ شکنی کرکے کیتھولک مفادات کی حفاظت کی۔	اس فرمان نے کیتھولکوں کی حفاظت کس چیز سے کی؟	کیتھولک مذہب میں کیتھولک مذہب کی حفاظت کی حوصلہ افزائی کی گئی تھی؟	کیتھولک مذہب میں کیتھولک گرجا گھروں کی حفاظت کے لئے کیا حوصلہ افزائی کی گئی تھی؟
uqa_valid	جنگ کو حتمی طور پر 1598 میں ختم کردیا گیا تھا ، جب ہنری آف ناوار ، ہنری IV کے طور پر فرانسیسی تخت پر کامیاب ہوئے ، اور رومن کیتھولک مذہب کے حق میں <ans> پروٹسٹنٹزم </ans> سے دستبردار ہوگئے ، نے اینٹس کا حکم جاری کیا۔	ہینری نے تخت پر چڑھنے پر کس مذہب کو ترک کر دیا؟	رومن کیتھولک مذہب کے حق میں، کس رومن کیتھولک گروپ نے عنا شروع کیا؟	رومن کیتھولک مذہب کے بعد رومن کیتھولک مذہب کا آغاز کس نے کیا؟
uqa_valid	اس منسوخی نے پروٹسٹنٹ خدمات پر پابندی عائد کردی ، <ans> بچوں کو کیتھولک کے طور پر تعلیم دینے </ans> کی ضرورت کی ، اور ہجرت پر پابندی عائد کردی۔	حکم نامہ منسوخ ہونے کے بعد ہوگنوٹ بچوں سے کیا مطالبہ کیا گیا تھا؟	اس پابندی کی پابندی عائد کرنے کے لئے کیا ضرورت تھی؟	بچوں کی پابندی پر پابندی عائد کرنے کے لئے کیا ضرورت تھی؟
uqa_valid	اس منسوخی نے پروٹسٹنٹ خدمات پر پابندی عائد کردی ، <ans> بچوں کی تعلیم کو کیتھولک کے طور پر لازمی قرار دیا </ans> ، اور ہجرت پر پابندی عائد کردی۔	حکم نامہ منسوخ ہونے کے بعد ہوگنوٹ بچوں سے کیا مطالبہ کیا گیا تھا؟	بچوں کی پابندی کے پابندی پر پابندی عائد کرنے کے لئے کیا استعمال کیا گیا تھا؟	بچوں کی پابندی پر پابندی کیوں لگائی گئی؟
uqa_valid	اس منسوخی نے پروٹسٹنٹ خدمات پر پابندی عائد کردی ، بچوں کی تعلیم کو کیتھولک کے طور پر لازمی قرار دیا ، اور <ans> ممنوع ہجرت </ans> کی۔	اس منسوخی نے ہیوگنٹ کے سفر پر کس طرح پابندی عائد کی؟	بچوں کی تعلیم کے بارے میں کیا خیال ہے؟	بچوں کی تعلیم کے بارے میں کیا خیال ہے؟
uqa_valid	<ans> چار ہزار </ans> شمالی امریکہ کی نوآبادیات میں ہجرت کر گئے ، جہاں وہ خاص طور پر نیو یارک اور ورجینیا میں آباد ہوئے۔	کتنے Huguenots نوآبادیات کے طور پر شمالی امریکہ میں ہجرت کی؟	شمالی امریکہ میں کتنے شمالی امریکہ چلے گئے؟	شمالی امریکہ میں کتنے شمالی امریکہ چلے گئے؟
uqa_valid	وہ ہیوگنٹس جو فرانس میں رہے وہ کیتھولک بن گئے اور انہیں <ans> نئے تبدیل </ans> کہا جاتا تھا۔	فرانس میں رہنے والے ہیوگنٹس کو آخر کار کس نام سے جانا جاتا تھا؟	فرانس میں فرانس کے لئے ایک اور نام کیا تھا؟	فرانس میں کیتھولک چرچ کو کیا کہا جاتا تھا؟
uqa_valid	اس نے شہری خونریزی کو تیز کردیا ، تجارت کو برباد کردیا ، اور اس کے نتیجے میں سیکڑوں ہزاروں پروٹسٹنٹ غیر قانونی طور پر ملک سے بھاگ گئے ، جن میں سے بہت سے برطانیہ کے ساتھ ساتھ <ans> ہالینڈ ، پروسیا اور جنوبی افریقہ </ans> میں دانشور ، ڈاکٹر اور کاروباری رہنما بن گئے۔	ہیوگنٹ مہاجرین برطانیہ اور شمالی امریکہ کے علاوہ اور کہاں آباد ہوئے؟	ناصر نے کس ملک میں تیزی سے زیادہ اثر ڈالا؟	ناصر کے ساتھ ساتھ، کون سے ممالک نے برطانیہ کو متاثر کیا؟
uqa_valid	اس نے شہری خونریزی کو تیز کردیا ، تجارت کو برباد کردیا ، اور اس کے نتیجے میں سینکڑوں ہزاروں پروٹسٹنٹ ملک سے غیر قانونی طور پر بھاگ گئے ، جن میں سے بہت سے <ans> برطانیہ کے ساتھ ساتھ ہالینڈ ، پروسیا اور جنوبی افریقہ </ans> میں دانشور ، ڈاکٹر اور کاروباری رہنما بن گئے۔	ہیوگنٹ مہاجرین برطانیہ اور شمالی امریکہ کے علاوہ اور کہاں آباد ہوئے؟	ناصر نے کس ملک میں حصہ لیا؟	ناصر کو کس ملک میں تبدیل کیا گیا تھا؟
uqa_valid	فرانس چھوڑنے والے پہلے ہیوگنٹس نے <ans> سوئٹزرلینڈ اور نیدرلینڈز </ans> میں ظلم و ستم سے آزادی کی تلاش کی۔	ہیوگنٹ مہاجرین کی پہلی دو منزلیں کیا تھیں؟	فرانس کے پہلے دو علاقوں میں سے دو سب سے پہلے کہاں سے تھے؟	فرانس نے کس دو علاقوں میں آزادی حاصل کی؟
uqa_valid	ہیوگنٹس کا ایک گروپ فرانسیسی نوآبادیات کا حصہ تھا جو <ans> 1555 </ans> میں برازیل پہنچے اور فرانس انٹارکٹیکا کی بنیاد رکھی۔	جدید دور کے برازیل میں فرانسیسی کالونی کی بنیاد کب رکھی گئی؟	فرانس کے کس گروپ نے فرانس اور فرانس کی بنیاد رکھی؟	فرانس کی بنیاد کس سال رکھی گئی تھی؟
uqa_valid	ہیوگنٹس کا ایک گروپ فرانسیسی نوآبادیات کا حصہ تھا جو 1555 میں برازیل پہنچے اور <ans> فرانس انٹارکٹک </ans> کی بنیاد رکھی۔	برازیل کی فرانسیسی کالونی کو کیا کہا جاتا تھا؟	1530 کے اوائل میں ، فرانس کے کس گروپ نے فرانس کے ساتھ گروپ کا ایک گروپ قائم کیا؟	فرانس کے کس گروپ کی بنیاد رکھی گئی تھی؟
uqa_valid	یہ قلعہ <ans> 1560 </ans> میں پرتگالیوں کے ذریعہ تباہ کردیا گیا تھا ، جنہوں نے ہوگنوٹس کا ایک حصہ گرفتار کرلیا تھا۔	کس سال فورٹ Coligny تباہ کر دیا گیا تھا؟	کس سال میں Houssus Prances کے لئے تباہ کر دیا؟	یہ کس سال ہوا؟
uqa_valid	یہ دستاویز ، <ans> گوانابارا عقیدے کا اعتراف </ans> ، پورے امریکہ میں عقیدے کا پہلا پروٹسٹنٹ اعتراف بن گیا۔	ہیوگنٹس نے برازیل میں پرتگالیوں کو اپنے ایمان کا اعتراف کس دستاویز کے ذریعے کیا؟	امریکہ کا پہلا پروٹسٹنٹ کون تھا؟	امریکہ کا پہلا پروٹسٹنٹ کون تھا؟
uqa_valid	بہت سے خاندان ، آج زیادہ تر <ans> افریکانس </ans> بولنے والے ، کے نام ہیں جو ان کے فرانسیسی ہوگنوٹ نسب کی نشاندہی کرتے ہیں۔	جنوبی افریقہ میں فرانسیسی ناموں والے خاندان آج کل کون سی زبان بولتے ہیں؟	زیادہ تر آج کل زیادہ تر کس زبان بولتے ہیں؟	آج کل زیادہ تر کس زبان بولتے ہیں؟
uqa_valid	جنوبی افریقہ میں <ans> مغربی کیپ صوبہ </ans> میں بہت سے فارم اب بھی فرانسیسی نام رکھتے ہیں۔	جنوبی افریقہ میں سابقہ ہوگنوٹ فارم کہاں پائے جا سکتے ہیں؟	جنوبی افریقہ میں بہت سے فارم کہاں ہیں؟	جنوبی افریقہ میں بہت سے فارم کہاں ہیں؟
uqa_valid	بہت سے خاندان ، آج زیادہ تر افریقی زبان بولنے والے ، کے پاس اپنے فرانسیسی ہوگنوٹ نسب کی نشاندہی کرنے والے <ans> پسرنامے </ans> ہیں۔	کچھ جنوبی افریقیوں کی فرانسیسی نسل کی شناخت کس خصوصیت سے کی جاتی ہے؟	سنسکرت کے پاس سنسکرت کے پاس کیا ہو سکتا ہے؟	سنسکرت میں زیادہ تر افریقی زبان کیا ہیں؟
uqa_valid	جنوبی افریقہ میں مغربی کیپ صوبے میں بہت سے فارم اب بھی فرانسیسی <ans> نام </ans> رکھتے ہیں۔	کچھ جنوبی افریقیوں کی فرانسیسی نسل کی شناخت کس خصوصیت سے کی جاتی ہے؟	جنوبی افریقہ میں بہت سے فارم اب بھی کس قسم کے فرانسیسی زبان میں رہتے ہیں؟	جنوبی افریقہ میں بہت سے فارم کہاں واقع ہیں؟
uqa_valid	<ans> پال ریور </ans> ہوگنوٹ پناہ گزینوں سے نکلا تھا ، جیسا کہ ہنری لارنس تھا ، جس نے جنوبی کیرولائنا کے لئے کنفیڈریشن کے آرٹیکلز پر دستخط کیے تھے۔	کون سا انقلابی جنگ آدھی رات کا سوار ایک Huguenot اولاد تھا؟	کون سا Hagimons کے جنوبی کنفیڈریشن کے لئے کنفیڈریشن کے طور پر دستخط کیا گیا تھا؟	کس نے جنوبی کیرولائنا کے کنفیڈریشن کے کنفیڈریشن کنفیڈریشنز پر دستخط کیے؟
uqa_valid	پال ریور ہوگنوٹ پناہ گزینوں سے descended تھا ، جیسا کہ <ans> ہینری لارنس </ans> تھا ، جس نے جنوبی کیرولائنا کے لئے کنفیڈریشن کے آرٹیکلز پر دستخط کیے۔	کنفیڈریشن کے مضامین کے کس دستخط کنندہ Huguenots سے descended کیا گیا تھا؟	پال کنفیڈریشن کے کنفیڈریشن کنفیڈریشنز کے کنفیڈریشنز نے کس کنفیڈریشن کے لئے کنفیڈریشن کی؟	کون سا کنفیڈریشن جنوبی کیرولائنا کے کنفیڈریشن کے کنفیڈریشنز پر دستخط کیے گئے تھے؟
uqa_valid	شمالی امریکہ میں آخری فعال ہوگنوٹ جماعت <ans> چارلسٹن ، جنوبی کیرولائنا </ans> میں ایک چرچ میں عبادت کرتی ہے۔	امریکہ میں آخری ہیوگنٹ جماعت کس شہر میں ہے؟	شمالی امریکہ میں آخری فعال آخری بپٹسٹ کہاں واقع ہے؟	شمالی امریکہ میں آخری فعال کہاں واقع ہے؟
uqa_valid	شمالی امریکہ میں آخری فعال ہوگنوٹ جماعت <ans> چارلسٹن </ans> ، جنوبی کیرولائنا میں ، ایک چرچ میں عبادت کرتی ہے جو 1844 سے ہے۔	امریکہ میں آخری ہیوگنٹ جماعت کس شہر میں ہے؟	شمالی کیرولائنا میں آخری فعال آخری نمبر کیا ہے؟	شمالی کیرولائنا میں آخری فعال آخری نمبر کیا ہے؟
uqa_valid	ہگنوٹ سوسائٹی آف امریکہ ورجینیا میں <ans> مینکن ایپیسکوپل چرچ </ans> کو کبھی کبھار خدمات کے ساتھ ایک تاریخی مزار کے طور پر برقرار رکھتی ہے۔	ورجینیا میں کون سا چرچ ایک تاریخی مزار کے طور پر Huguenots کی طرف سے برقرار رکھا جاتا ہے؟	کون سا چرچ امریکی فضائیہ کے ساتھ ایک تاریخی تاریخی طور پر برقرار رکھتا ہے؟	ہگن لائبریری سوسائٹی آف امریکہ میں کون سا چرچ تباہ کرتا ہے؟
uqa_valid	سوسائٹی کے متعدد ریاستوں میں باب ہیں ، جس میں <ans> ٹیکساس </ans> سب سے بڑا ہے۔	سب سے بڑی ہیوگنٹ سوسائٹی کس ریاست میں واقع ہے؟	سوسائٹی کے ریاستوں میں سب سے بڑا خطرہ کیا ہے؟	سوسائٹی کے ریاستوں میں سب سے بڑا خطرہ کیا ہے؟
uqa_valid	کچھ ہیوگنٹس بیڈفورڈ شائر میں آباد ہوئے ، جو اس وقت برطانوی <ans> لیس </ans> صنعت کے اہم مراکز میں سے ایک تھا۔	بیڈفورڈ شائر میں کس صنعت کا مرکز تھا؟	Rutwaffende کے گھر کس برطانوی شہر میں تھا؟	کس قسم کی صنعت نے بی بیٹس کو متاثر کیا؟
uqa_valid	کچھ ہیوگنٹس بیڈفورڈشائر میں آباد ہوئے ، جو اس وقت <ans> برطانوی لیس </ans> کی صنعت کے اہم مراکز میں سے ایک تھا۔	بیڈفورڈ شائر میں کس صنعت کا مرکز تھا؟	کچھ ڈشڈش وشڈش و شمار کس کاؤنٹی میں اہم تھا؟	کچھ ڈشڈٹس ویلڈش میں آباد ہونے والا کون سا ادارہ تھا؟
uqa_valid	اس کا مطلب یہ ہے کہ <ans> بکس پوائنٹ </ans> کے نام سے جانا جانے والا لیس ایک ہیوگنٹ اثر و رسوخ کا مظاہرہ کرتا ہے ، جو لیل گراؤنڈ پر میکلن نمونوں کا مجموعہ ہے ، غلط ہے۔	کچھ لوگوں کا غلط خیال ہے کہ کس قسم کے لینس پر ہیوگنوٹ کا اثر پڑا ہے؟	لیلنٹی کا کون سا حصہ اس کے بجائے ایک برینٹنٹنٹ کا اشتراک کرتا ہے؟	To Kill a Mockingbird کا ایک اور نام کیا ہے؟
uqa_valid	اس دور میں تارکین وطن لیس میکرز کا واحد حوالہ <ans> بیس پچیس بیوہ خواتین ہیں جو ڈوور میں آباد ہوئیں </ans> ہے ، اور اس کی حمایت کرنے کے لئے کوئی معاصر دستاویزات موجود نہیں ہیں۔	انیسویں صدی میں ہیوگنوٹ لینس میکرز کا کیا حوالہ ہے؟	کون سا مشہور تارکین وطن اس کے دور میں ایک بار پھر آنے کے لئے کوئی مسئلہ تھا؟	کون سا مشہور تارکین وطن اس دور میں مقابلہ کرنے کے قابل تھا؟
uqa_valid	جو اب میچلن لیس کے نام سے جانا جاتا ہے وہ <ans> آٹھویں صدی کے پہلے نصف </ans> تک تیار نہیں ہوا تھا اور 18 ویں صدی کے آخر تک میچلن نمونوں اور لیل گراؤنڈ کے ساتھ لیس نہیں آیا ، جب اسے پورے یورپ میں بڑے پیمانے پر کاپی کیا گیا تھا۔	میکلن لینس کب تیار ہوا؟	ابلن اب کب تیار کیا گیا تھا؟	ابلن اب کب تیار کیا گیا تھا؟
